source_url,expected_final_url,final_url,final_status,redirect_hops,robots,canonical,x_robots_tag,sitemap_member,permanent_redirects_only,loop_free,pass
https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-colorado/,https://temporary123.com/equipment-rental/restroom-trailers/,https://temporary123.com/equipment-rental/restroom-trailers/,200,1,"index,follow",https://temporary123.com/equipment-rental/restroom-trailers/,,True,True,True,True
https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-connecticut/,https://temporary123.com/equipment-rental/restroom-trailers/,https://temporary123.com/equipment-rental/restroom-trailers/,200,1,"index,follow",https://temporary123.com/equipment-rental/restroom-trailers/,,True,True,True,True
https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-delaware/,https://temporary123.com/equipment-rental/restroom-trailers/,https://temporary123.com/equipment-rental/restroom-trailers/,200,1,"index,follow",https://temporary123.com/equipment-rental/restroom-trailers/,,True,True,True,True
https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-district-of-columbia/,https://temporary123.com/equipment-rental/restroom-trailers/,https://temporary123.com/equipment-rental/restroom-trailers/,200,1,"index,follow",https://temporary123.com/equipment-rental/restroom-trailers/,,True,True,True,True
https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-florida/,https://temporary123.com/equipment-rental/restroom-trailers/,https://temporary123.com/equipment-rental/restroom-trailers/,200,1,"index,follow",https://temporary123.com/equipment-rental/restroom-trailers/,,True,True,True,True
https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-georgia/,https://temporary123.com/equipment-rental/restroom-trailers/,https://temporary123.com/equipment-rental/restroom-trailers/,200,1,"index,follow",https://temporary123.com/equipment-rental/restroom-trailers/,,True,True,True,True
https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-hawaii/,https://temporary123.com/equipment-rental/restroom-trailers/,https://temporary123.com/equipment-rental/restroom-trailers/,200,1,"index,follow",https://temporary123.com/equipment-rental/restroom-trailers/,,True,True,True,True
https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-idaho/,https://temporary123.com/equipment-rental/restroom-trailers/,https://temporary123.com/equipment-rental/restroom-trailers/,200,1,"index,follow",https://temporary123.com/equipment-rental/restroom-trailers/,,True,True,True,True
https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-illinois/,https://temporary123.com/equipment-rental/restroom-trailers/,https://temporary123.com/equipment-rental/restroom-trailers/,200,1,"index,follow",https://temporary123.com/equipment-rental/restroom-trailers/,,True,True,True,True
https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-indiana/,https://temporary123.com/equipment-rental/restroom-trailers/,https://temporary123.com/equipment-rental/restroom-trailers/,200,1,"index,follow",https://temporary123.com/equipment-rental/restroom-trailers/,,True,True,True,True
https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-iowa/,https://temporary123.com/equipment-rental/restroom-trailers/,https://temporary123.com/equipment-rental/restroom-trailers/,200,1,"index,follow",https://temporary123.com/equipment-rental/restroom-trailers/,,True,True,True,True
https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-kansas/,https://temporary123.com/equipment-rental/restroom-trailers/,https://temporary123.com/equipment-rental/restroom-trailers/,200,1,"index,follow",https://temporary123.com/equipment-rental/restroom-trailers/,,True,True,True,True
https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-kentucky/,https://temporary123.com/equipment-rental/restroom-trailers/,https://temporary123.com/equipment-rental/restroom-trailers/,200,1,"index,follow",https://temporary123.com/equipment-rental/restroom-trailers/,,True,True,True,True
https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-louisiana/,https://temporary123.com/equipment-rental/restroom-trailers/,https://temporary123.com/equipment-rental/restroom-trailers/,200,1,"index,follow",https://temporary123.com/equipment-rental/restroom-trailers/,,True,True,True,True
https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-maine/,https://temporary123.com/equipment-rental/restroom-trailers/,https://temporary123.com/equipment-rental/restroom-trailers/,200,1,"index,follow",https://temporary123.com/equipment-rental/restroom-trailers/,,True,True,True,True
https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-maryland/,https://temporary123.com/equipment-rental/restroom-trailers/,https://temporary123.com/equipment-rental/restroom-trailers/,200,1,"index,follow",https://temporary123.com/equipment-rental/restroom-trailers/,,True,True,True,True
https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-massachusetts/,https://temporary123.com/equipment-rental/restroom-trailers/,https://temporary123.com/equipment-rental/restroom-trailers/,200,1,"index,follow",https://temporary123.com/equipment-rental/restroom-trailers/,,True,True,True,True
https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-michigan/,https://temporary123.com/equipment-rental/restroom-trailers/,https://temporary123.com/equipment-rental/restroom-trailers/,200,1,"index,follow",https://temporary123.com/equipment-rental/restroom-trailers/,,True,True,True,True
https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-minnesota/,https://temporary123.com/equipment-rental/restroom-trailers/,https://temporary123.com/equipment-rental/restroom-trailers/,200,1,"index,follow",https://temporary123.com/equipment-rental/restroom-trailers/,,True,True,True,True
https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-mississippi/,https://temporary123.com/equipment-rental/restroom-trailers/,https://temporary123.com/equipment-rental/restroom-trailers/,200,1,"index,follow",https://temporary123.com/equipment-rental/restroom-trailers/,,True,True,True,True
https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-missouri/,https://temporary123.com/equipment-rental/restroom-trailers/,https://temporary123.com/equipment-rental/restroom-trailers/,200,1,"index,follow",https://temporary123.com/equipment-rental/restroom-trailers/,,True,True,True,True
https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-montana/,https://temporary123.com/equipment-rental/restroom-trailers/,https://temporary123.com/equipment-rental/restroom-trailers/,200,1,"index,follow",https://temporary123.com/equipment-rental/restroom-trailers/,,True,True,True,True
https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-nebraska/,https://temporary123.com/equipment-rental/restroom-trailers/,https://temporary123.com/equipment-rental/restroom-trailers/,200,1,"index,follow",https://temporary123.com/equipment-rental/restroom-trailers/,,True,True,True,True
https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-nevada/,https://temporary123.com/equipment-rental/restroom-trailers/,https://temporary123.com/equipment-rental/restroom-trailers/,200,1,"index,follow",https://temporary123.com/equipment-rental/restroom-trailers/,,True,True,True,True
https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-new-hampshire/,https://temporary123.com/equipment-rental/restroom-trailers/,https://temporary123.com/equipment-rental/restroom-trailers/,200,1,"index,follow",https://temporary123.com/equipment-rental/restroom-trailers/,,True,True,True,True
https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-new-jersey/,https://temporary123.com/equipment-rental/restroom-trailers/,https://temporary123.com/equipment-rental/restroom-trailers/,200,1,"index,follow",https://temporary123.com/equipment-rental/restroom-trailers/,,True,True,True,True
https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-new-mexico/,https://temporary123.com/equipment-rental/restroom-trailers/,https://temporary123.com/equipment-rental/restroom-trailers/,200,1,"index,follow",https://temporary123.com/equipment-rental/restroom-trailers/,,True,True,True,True
https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-new-york/,https://temporary123.com/equipment-rental/restroom-trailers/,https://temporary123.com/equipment-rental/restroom-trailers/,200,1,"index,follow",https://temporary123.com/equipment-rental/restroom-trailers/,,True,True,True,True
https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-north-carolina/,https://temporary123.com/equipment-rental/restroom-trailers/,https://temporary123.com/equipment-rental/restroom-trailers/,200,1,"index,follow",https://temporary123.com/equipment-rental/restroom-trailers/,,True,True,True,True
https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-north-dakota/,https://temporary123.com/equipment-rental/restroom-trailers/,https://temporary123.com/equipment-rental/restroom-trailers/,200,1,"index,follow",https://temporary123.com/equipment-rental/restroom-trailers/,,True,True,True,True
https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-ohio/,https://temporary123.com/equipment-rental/restroom-trailers/,https://temporary123.com/equipment-rental/restroom-trailers/,200,1,"index,follow",https://temporary123.com/equipment-rental/restroom-trailers/,,True,True,True,True
https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-oklahoma/,https://temporary123.com/equipment-rental/restroom-trailers/,https://temporary123.com/equipment-rental/restroom-trailers/,200,1,"index,follow",https://temporary123.com/equipment-rental/restroom-trailers/,,True,True,True,True
https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-oregon/,https://temporary123.com/equipment-rental/restroom-trailers/,https://temporary123.com/equipment-rental/restroom-trailers/,200,1,"index,follow",https://temporary123.com/equipment-rental/restroom-trailers/,,True,True,True,True
https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-pennsylvania/,https://temporary123.com/equipment-rental/restroom-trailers/,https://temporary123.com/equipment-rental/restroom-trailers/,200,1,"index,follow",https://temporary123.com/equipment-rental/restroom-trailers/,,True,True,True,True
https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-rhode-island/,https://temporary123.com/equipment-rental/restroom-trailers/,https://temporary123.com/equipment-rental/restroom-trailers/,200,1,"index,follow",https://temporary123.com/equipment-rental/restroom-trailers/,,True,True,True,True
https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-south-carolina/,https://temporary123.com/equipment-rental/restroom-trailers/,https://temporary123.com/equipment-rental/restroom-trailers/,200,1,"index,follow",https://temporary123.com/equipment-rental/restroom-trailers/,,True,True,True,True
https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-south-dakota/,https://temporary123.com/equipment-rental/restroom-trailers/,https://temporary123.com/equipment-rental/restroom-trailers/,200,1,"index,follow",https://temporary123.com/equipment-rental/restroom-trailers/,,True,True,True,True
https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-tennessee/,https://temporary123.com/equipment-rental/restroom-trailers/,https://temporary123.com/equipment-rental/restroom-trailers/,200,1,"index,follow",https://temporary123.com/equipment-rental/restroom-trailers/,,True,True,True,True
https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-texas/,https://temporary123.com/equipment-rental/restroom-trailers/,https://temporary123.com/equipment-rental/restroom-trailers/,200,1,"index,follow",https://temporary123.com/equipment-rental/restroom-trailers/,,True,True,True,True
https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-utah/,https://temporary123.com/equipment-rental/restroom-trailers/,https://temporary123.com/equipment-rental/restroom-trailers/,200,1,"index,follow",https://temporary123.com/equipment-rental/restroom-trailers/,,True,True,True,True
https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-vermont/,https://temporary123.com/equipment-rental/restroom-trailers/,https://temporary123.com/equipment-rental/restroom-trailers/,200,1,"index,follow",https://temporary123.com/equipment-rental/restroom-trailers/,,True,True,True,True
https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-virginia/,https://temporary123.com/equipment-rental/restroom-trailers/,https://temporary123.com/equipment-rental/restroom-trailers/,200,1,"index,follow",https://temporary123.com/equipment-rental/restroom-trailers/,,True,True,True,True
https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-washington/,https://temporary123.com/equipment-rental/restroom-trailers/,https://temporary123.com/equipment-rental/restroom-trailers/,200,1,"index,follow",https://temporary123.com/equipment-rental/restroom-trailers/,,True,True,True,True
https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-west-virginia/,https://temporary123.com/equipment-rental/restroom-trailers/,https://temporary123.com/equipment-rental/restroom-trailers/,200,1,"index,follow",https://temporary123.com/equipment-rental/restroom-trailers/,,True,True,True,True
https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-winconsin/,https://temporary123.com/equipment-rental/restroom-trailers/,https://temporary123.com/equipment-rental/restroom-trailers/,200,1,"index,follow",https://temporary123.com/equipment-rental/restroom-trailers/,,True,True,True,True
https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-wyoming/,https://temporary123.com/equipment-rental/restroom-trailers/,https://temporary123.com/equipment-rental/restroom-trailers/,200,1,"index,follow",https://temporary123.com/equipment-rental/restroom-trailers/,,True,True,True,True
http://temporary123.com/,https://temporary123.com/,https://temporary123.com/,200,1,"index,follow",https://temporary123.com/,,True,True,True,True
https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-tennessee/,https://temporary123.com/equipment-rental/restroom-trailers/,https://temporary123.com/equipment-rental/restroom-trailers/,200,1,"index,follow",https://temporary123.com/equipment-rental/restroom-trailers/,,True,True,True,True
https://temporary123.com/houston-texas-mobile-kitchen-rental/,https://temporary123.com/equipment-rental/mobile-kitchen-trailers/,https://temporary123.com/equipment-rental/mobile-kitchen-trailers/,200,1,"index,follow",https://temporary123.com/equipment-rental/mobile-kitchen-trailers/,,True,True,True,True
https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-indiana/,https://temporary123.com/equipment-rental/restroom-trailers/,https://temporary123.com/equipment-rental/restroom-trailers/,200,1,"index,follow",https://temporary123.com/equipment-rental/restroom-trailers/,,True,True,True,True
https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-louisiana/,https://temporary123.com/equipment-rental/restroom-trailers/,https://temporary123.com/equipment-rental/restroom-trailers/,200,1,"index,follow",https://temporary123.com/equipment-rental/restroom-trailers/,,True,True,True,True
https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-california/,https://temporary123.com/equipment-rental/restroom-trailers/,https://temporary123.com/equipment-rental/restroom-trailers/,200,1,"index,follow",https://temporary123.com/equipment-rental/restroom-trailers/,,True,True,True,True
https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-north-dakota/,https://temporary123.com/equipment-rental/restroom-trailers/,https://temporary123.com/equipment-rental/restroom-trailers/,200,1,"index,follow",https://temporary123.com/equipment-rental/restroom-trailers/,,True,True,True,True
https://www.temporary123.com/houston-texas-mobile-kitchen-rental/,https://temporary123.com/equipment-rental/mobile-kitchen-trailers/,https://temporary123.com/equipment-rental/mobile-kitchen-trailers/,200,1,"index,follow",https://temporary123.com/equipment-rental/mobile-kitchen-trailers/,,True,True,True,True
https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-alberta-ca/,https://temporary123.com/equipment-rental/restroom-trailers/,https://temporary123.com/equipment-rental/restroom-trailers/,200,1,"index,follow",https://temporary123.com/equipment-rental/restroom-trailers/,,True,True,True,True
