source_url,source_host,source_path,referring_domains,dofollow_links,decision,expected_production_result,release_state,canonical,robots,internal_link_verified
https://temporary123.com/equipment-rental/dump-rental/,temporary123.com,/equipment-rental/dump-rental/,1,105,preserve_exact_200,/equipment-rental/dump-rental/,index,https://temporary123.com/equipment-rental/dump-rental/,"index,follow",yes
https://temporary123.com/equipment-rental/waste-container/,temporary123.com,/equipment-rental/waste-container/,1,105,preserve_exact_200,/equipment-rental/waste-container/,index,https://temporary123.com/equipment-rental/waste-container/,"index,follow",yes
https://www.temporary123.com/emergency-workforce-housing-in-california/,www.temporary123.com,/emergency-workforce-housing-in-california/,1,88,preserve_exact_200,/emergency-workforce-housing-in-california/,index,https://temporary123.com/emergency-workforce-housing-in-california/,"index,follow",yes
https://www.temporary123.com/remote-workforce-house-company-in-hawaii/,www.temporary123.com,/remote-workforce-house-company-in-hawaii/,1,87,preserve_exact_200,/remote-workforce-house-company-in-hawaii/,staged_noindex,,"noindex,follow",yes
https://www.temporary123.com/remote-workforce-housing-services-in-idaho/,www.temporary123.com,/remote-workforce-housing-services-in-idaho/,1,87,preserve_exact_200,/remote-workforce-housing-services-in-idaho/,staged_noindex,,"noindex,follow",yes
https://www.temporary123.com/temporary-remote-workforce-housing-services-in-arkansas/,www.temporary123.com,/temporary-remote-workforce-housing-services-in-arkansas/,1,87,preserve_exact_200,/temporary-remote-workforce-housing-services-in-arkansas/,staged_noindex,,"noindex,follow",yes
https://www.temporary123.com/temporary-remote-workforce-housing-services-in-illinois/,www.temporary123.com,/temporary-remote-workforce-housing-services-in-illinois/,1,87,preserve_exact_200,/temporary-remote-workforce-housing-services-in-illinois/,staged_noindex,,"noindex,follow",yes
https://www.temporary123.com/temporary-remote-workforce-housing-services-in-massachusetts/,www.temporary123.com,/temporary-remote-workforce-housing-services-in-massachusetts/,1,87,preserve_exact_200,/temporary-remote-workforce-housing-services-in-massachusetts/,staged_noindex,,"noindex,follow",yes
https://www.temporary123.com/temporary-remote-workforce-housing-services-in-michigan/,www.temporary123.com,/temporary-remote-workforce-housing-services-in-michigan/,1,87,preserve_exact_200,/temporary-remote-workforce-housing-services-in-michigan/,staged_noindex,,"noindex,follow",yes
https://www.temporary123.com/workforce-housing-shelters-in-colorado/,www.temporary123.com,/workforce-housing-shelters-in-colorado/,1,87,preserve_exact_200,/workforce-housing-shelters-in-colorado/,index,https://temporary123.com/workforce-housing-shelters-in-colorado/,"index,follow",yes
http://www.temporary123.com/,www.temporary123.com,/,3,73,preserve_exact_200,/,index,https://temporary123.com/,"index,follow",existing-route
https://temporary123.com/workforce-housing-shelters-in-colorado/,temporary123.com,/workforce-housing-shelters-in-colorado/,1,45,preserve_exact_200,/workforce-housing-shelters-in-colorado/,index,https://temporary123.com/workforce-housing-shelters-in-colorado/,"index,follow",yes
https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-california/,www.temporary123.com,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-california/,6,12,preserve_exact_200,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-california/,index,https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-california/,"index,follow",yes
https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-alabama/,www.temporary123.com,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-alabama/,1,10,preserve_exact_200,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-alabama/,staged_noindex,,"noindex,follow",yes
https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-alaska/,www.temporary123.com,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-alaska/,1,10,preserve_exact_200,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-alaska/,staged_noindex,,"noindex,follow",yes
https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-alberta-ca/,www.temporary123.com,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-alberta-ca/,1,10,preserve_exact_200,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-alberta-ca/,staged_noindex,,"noindex,follow",yes
https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-arizona/,www.temporary123.com,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-arizona/,1,10,preserve_exact_200,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-arizona/,staged_noindex,,"noindex,follow",yes
https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-arkansas/,www.temporary123.com,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-arkansas/,1,10,preserve_exact_200,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-arkansas/,staged_noindex,,"noindex,follow",yes
https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-colorado/,www.temporary123.com,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-colorado/,1,10,preserve_exact_200,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-colorado/,staged_noindex,,"noindex,follow",yes
https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-connecticut/,www.temporary123.com,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-connecticut/,1,10,preserve_exact_200,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-connecticut/,staged_noindex,,"noindex,follow",yes
https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-delaware/,www.temporary123.com,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-delaware/,1,10,preserve_exact_200,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-delaware/,staged_noindex,,"noindex,follow",yes
https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-district-of-columbia/,www.temporary123.com,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-district-of-columbia/,1,10,preserve_exact_200,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-district-of-columbia/,staged_noindex,,"noindex,follow",yes
https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-florida/,www.temporary123.com,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-florida/,1,10,preserve_exact_200,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-florida/,staged_noindex,,"noindex,follow",yes
https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-georgia/,www.temporary123.com,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-georgia/,1,10,preserve_exact_200,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-georgia/,staged_noindex,,"noindex,follow",yes
https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-hawaii/,www.temporary123.com,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-hawaii/,1,10,preserve_exact_200,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-hawaii/,staged_noindex,,"noindex,follow",yes
https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-idaho/,www.temporary123.com,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-idaho/,1,10,preserve_exact_200,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-idaho/,staged_noindex,,"noindex,follow",yes
https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-illinois/,www.temporary123.com,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-illinois/,1,10,preserve_exact_200,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-illinois/,staged_noindex,,"noindex,follow",yes
https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-indiana/,www.temporary123.com,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-indiana/,1,10,preserve_exact_200,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-indiana/,staged_noindex,,"noindex,follow",yes
https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-iowa/,www.temporary123.com,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-iowa/,1,10,preserve_exact_200,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-iowa/,staged_noindex,,"noindex,follow",yes
https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-kansas/,www.temporary123.com,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-kansas/,1,10,preserve_exact_200,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-kansas/,staged_noindex,,"noindex,follow",yes
https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-kentucky/,www.temporary123.com,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-kentucky/,1,10,preserve_exact_200,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-kentucky/,staged_noindex,,"noindex,follow",yes
https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-louisiana/,www.temporary123.com,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-louisiana/,1,10,preserve_exact_200,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-louisiana/,staged_noindex,,"noindex,follow",yes
https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-maine/,www.temporary123.com,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-maine/,1,10,preserve_exact_200,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-maine/,staged_noindex,,"noindex,follow",yes
https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-maryland/,www.temporary123.com,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-maryland/,1,10,preserve_exact_200,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-maryland/,staged_noindex,,"noindex,follow",yes
https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-massachusetts/,www.temporary123.com,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-massachusetts/,1,10,preserve_exact_200,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-massachusetts/,staged_noindex,,"noindex,follow",yes
https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-michigan/,www.temporary123.com,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-michigan/,1,10,preserve_exact_200,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-michigan/,staged_noindex,,"noindex,follow",yes
https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-minnesota/,www.temporary123.com,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-minnesota/,1,10,preserve_exact_200,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-minnesota/,staged_noindex,,"noindex,follow",yes
https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-mississippi/,www.temporary123.com,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-mississippi/,1,10,preserve_exact_200,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-mississippi/,staged_noindex,,"noindex,follow",yes
https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-missouri/,www.temporary123.com,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-missouri/,1,10,preserve_exact_200,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-missouri/,staged_noindex,,"noindex,follow",yes
https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-montana/,www.temporary123.com,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-montana/,1,10,preserve_exact_200,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-montana/,staged_noindex,,"noindex,follow",yes
https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-nebraska/,www.temporary123.com,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-nebraska/,1,10,preserve_exact_200,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-nebraska/,staged_noindex,,"noindex,follow",yes
https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-nevada/,www.temporary123.com,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-nevada/,1,10,preserve_exact_200,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-nevada/,staged_noindex,,"noindex,follow",yes
https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-new-hampshire/,www.temporary123.com,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-new-hampshire/,1,10,preserve_exact_200,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-new-hampshire/,staged_noindex,,"noindex,follow",yes
https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-new-jersey/,www.temporary123.com,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-new-jersey/,1,10,preserve_exact_200,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-new-jersey/,staged_noindex,,"noindex,follow",yes
https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-new-mexico/,www.temporary123.com,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-new-mexico/,1,10,preserve_exact_200,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-new-mexico/,staged_noindex,,"noindex,follow",yes
https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-new-york/,www.temporary123.com,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-new-york/,1,10,preserve_exact_200,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-new-york/,staged_noindex,,"noindex,follow",yes
https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-north-carolina/,www.temporary123.com,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-north-carolina/,1,10,preserve_exact_200,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-north-carolina/,staged_noindex,,"noindex,follow",yes
https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-north-dakota/,www.temporary123.com,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-north-dakota/,1,10,preserve_exact_200,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-north-dakota/,staged_noindex,,"noindex,follow",yes
https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-ohio/,www.temporary123.com,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-ohio/,1,10,preserve_exact_200,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-ohio/,staged_noindex,,"noindex,follow",yes
https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-oklahoma/,www.temporary123.com,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-oklahoma/,1,10,preserve_exact_200,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-oklahoma/,staged_noindex,,"noindex,follow",yes
https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-oregon/,www.temporary123.com,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-oregon/,1,10,preserve_exact_200,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-oregon/,staged_noindex,,"noindex,follow",yes
https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-pennsylvania/,www.temporary123.com,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-pennsylvania/,1,10,preserve_exact_200,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-pennsylvania/,staged_noindex,,"noindex,follow",yes
https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-rhode-island/,www.temporary123.com,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-rhode-island/,1,10,preserve_exact_200,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-rhode-island/,staged_noindex,,"noindex,follow",yes
https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-south-carolina/,www.temporary123.com,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-south-carolina/,1,10,preserve_exact_200,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-south-carolina/,staged_noindex,,"noindex,follow",yes
https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-south-dakota/,www.temporary123.com,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-south-dakota/,1,10,preserve_exact_200,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-south-dakota/,staged_noindex,,"noindex,follow",yes
https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-tennessee/,www.temporary123.com,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-tennessee/,1,10,preserve_exact_200,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-tennessee/,staged_noindex,,"noindex,follow",yes
https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-texas/,www.temporary123.com,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-texas/,1,10,preserve_exact_200,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-texas/,staged_noindex,,"noindex,follow",yes
https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-utah/,www.temporary123.com,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-utah/,1,10,preserve_exact_200,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-utah/,staged_noindex,,"noindex,follow",yes
https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-vermont/,www.temporary123.com,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-vermont/,1,10,preserve_exact_200,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-vermont/,staged_noindex,,"noindex,follow",yes
https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-virginia/,www.temporary123.com,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-virginia/,1,10,preserve_exact_200,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-virginia/,staged_noindex,,"noindex,follow",yes
https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-washington/,www.temporary123.com,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-washington/,1,10,preserve_exact_200,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-washington/,staged_noindex,,"noindex,follow",yes
https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-west-virginia/,www.temporary123.com,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-west-virginia/,1,10,preserve_exact_200,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-west-virginia/,staged_noindex,,"noindex,follow",yes
https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-winconsin/,www.temporary123.com,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-winconsin/,1,10,preserve_exact_200,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-winconsin/,staged_noindex,,"noindex,follow",yes
https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-wyoming/,www.temporary123.com,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-wyoming/,1,10,preserve_exact_200,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-wyoming/,staged_noindex,,"noindex,follow",yes
http://temporary123.com/,temporary123.com,/,6,6,preserve_exact_200,/,index,https://temporary123.com/,"index,follow",existing-route
