"url_path","route_disposition","redirect_destination","classification","page_family","state","region","city","in_build_registry","in_source_route_index","generated_html","title","h1_count","current_h1","canonical","meta_robots","sitemap_included","internal_linking_pages","appears_orphaned","live_url","live_initial_http_status","live_location_header","live_final_http_status","live_final_url","live_x_robots_tag","live_error","in_vercel_redirects"
"/about-us/","rendered_page","","Utility","utility","","","","true","true","true","About Temporary123 | Temporary123","1","Temporary facilities built around the work.","","noindex,follow","false","649","false","https://temp123-nine.vercel.app/about-us/","200","","200","https://temp123-nine.vercel.app/about-us/","noindex, follow","","False"
"/base-camps-for-rent/","rendered_page","","Other","imported-source","","","","true","true","true","Base Camps for Rent | Modular & Scalable Housing Solutions | Temporary123","1","Base Camps for Rent | Modular & Scalable Housing Solutions","","noindex,follow","false","1","false","https://temp123-nine.vercel.app/base-camps-for-rent/","200","","200","https://temp123-nine.vercel.app/base-camps-for-rent/","noindex, follow","","False"
"/blog/","rendered_page","","Article/Resource","article-resource","","","","true","true","true","Articles on Temporary Facility Planning | Temporary123","1","Field notes for better site planning.","","noindex,follow","false","649","false","https://temp123-nine.vercel.app/blog/","200","","200","https://temp123-nine.vercel.app/blog/","noindex, follow","","False"
"/breakroom-trailer/","configured_redirect","/equipment-rental/breakroom-trailer/","Other","redirected-route","","","","False","False","False","","","","","","False","","","https://temp123-nine.vercel.app/breakroom-trailer/","308","/equipment-rental/breakroom-trailer/","Not followed","","","","True"
"/bunkhouse-trailers/","configured_redirect","/equipment-rental/bunkhouse-trailers/","Other","redirected-route","","","","False","False","False","","","","","","False","","","https://temp123-nine.vercel.app/bunkhouse-trailers/","308","/equipment-rental/bunkhouse-trailers/","Not followed","","","","True"
"/camp-management-and-design/","rendered_page","","Other","imported-source","","","","true","true","true","Camp Management and Design | Temporary123","1","Camp Management and Design","","noindex,follow","false","1","false","https://temp123-nine.vercel.app/camp-management-and-design/","200","","200","https://temp123-nine.vercel.app/camp-management-and-design/","noindex, follow","","False"
"/catering/","configured_redirect","/food-services-2/","Other","redirected-route","","","","False","False","False","","","","","","False","","","https://temp123-nine.vercel.app/catering/","308","/food-services-2/","Not followed","","","","True"
"/classroom-trailers/","configured_redirect","/equipment-rental/classroom-trailers/","Other","redirected-route","","","","False","False","False","","","","","","False","","","https://temp123-nine.vercel.app/classroom-trailers/","308","/equipment-rental/classroom-trailers/","Not followed","","","","True"
"/construction-man-camp-rentals/","rendered_page","","Other","imported-source","","","","true","true","true","Construction Man Camp Rentals | Workforce Housing for Construction Sites | Temporary123","1","Construction Man Camp Rentals | Workforce Housing for Construction Sites","","noindex,follow","false","1","false","https://temp123-nine.vercel.app/construction-man-camp-rentals/","200","","200","https://temp123-nine.vercel.app/construction-man-camp-rentals/","noindex, follow","","False"
"/contact-us/","rendered_page","","Utility","utility","","","","true","true","true","Contact Our Team | Temporary123","1","The right facilitiesstart here.","","noindex,follow","false","649","false","https://temp123-nine.vercel.app/contact-us/","200","","200","https://temp123-nine.vercel.app/contact-us/","noindex, follow","","False"
"/contact/","configured_redirect","/contact-us/","Other","redirected-route","","","","False","False","False","","","","","","False","","","https://temp123-nine.vercel.app/contact/","308","/contact-us/","Not followed","","","","True"
"/containerized-shower-trailers/","configured_redirect","/equipment-rental/shower-trailer/","Other","redirected-route","","","","False","False","False","","","","","","False","","","https://temp123-nine.vercel.app/containerized-shower-trailers/","308","/equipment-rental/shower-trailer/","Not followed","","","","True"
"/dining-structure-rental/","configured_redirect","/equipment-rental/dining-structure-rental/","Other","redirected-route","","","","False","False","False","","","","","","False","","","https://temp123-nine.vercel.app/dining-structure-rental/","308","/equipment-rental/dining-structure-rental/","Not followed","","","","True"
"/disaster-relief-man-camp-workforce-rentals/","rendered_page","","Other","industry","","","","true","true","true","Emergency Response Trailer Rental: Temporary Facilities to Rent or Lease | Temporary123","1","Emergency Response Trailer Rental","","noindex,follow","false","6","false","https://temp123-nine.vercel.app/disaster-relief-man-camp-workforce-rentals/","200","","200","https://temp123-nine.vercel.app/disaster-relief-man-camp-workforce-rentals/","noindex, follow","","False"
"/emergency-migrant-containerized-living-spaces/","configured_redirect","/man-camps-for-rent/","Other","redirected-route","","","","False","False","False","","","","","","False","","","https://temp123-nine.vercel.app/emergency-migrant-containerized-living-spaces/","308","/man-camps-for-rent/","Not followed","","","","True"
"/emergency-workforce-housing-in-:location/","configured_redirect","/man-camps-for-rent/","Other","redirected-route","","","","False","False","False","","","","","","False","","","https://temp123-nine.vercel.app/emergency-workforce-housing-in-:location/","308","/man-camps-for-rent/","Not followed","","","","True"
"/equipment-rental-refrigeration-12ft-refrigerated-trailer/","rendered_page","","Other","imported-source","","","","true","true","true","12ft Refrigeration Trailer Rental | Temporary123","1","12ft Refrigeration Trailer Rental","","noindex,follow","false","649","false","https://temp123-nine.vercel.app/equipment-rental-refrigeration-12ft-refrigerated-trailer/","200","","200","https://temp123-nine.vercel.app/equipment-rental-refrigeration-12ft-refrigerated-trailer/","noindex, follow","","False"
"/equipment-rental/","rendered_page","","Equipment/Service","equipment","","","","true","true","true","Equipment Rental | Temporary123","1","Equipment for your temporary site.","","noindex,follow","false","649","false","https://temp123-nine.vercel.app/equipment-rental/","200","","200","https://temp123-nine.vercel.app/equipment-rental/","noindex, follow","","False"
"/equipment-rental/breakroom-trailer/","rendered_page","","Equipment/Service","equipment","","","","true","true","true","Breakroom Trailer | Temporary123","1","Breakroom trailers Rental","","noindex,follow","false","1","false","https://temp123-nine.vercel.app/equipment-rental/breakroom-trailer/","200","","200","https://temp123-nine.vercel.app/equipment-rental/breakroom-trailer/","noindex, follow","","False"
"/equipment-rental/bunkhouse-trailers/","rendered_page","","Equipment/Service","equipment","","","","true","false","true","Bunkhouse trailers | Temporary123","1","Bunkhouse trailers Rental","","noindex,follow","false","1","false","https://temp123-nine.vercel.app/equipment-rental/bunkhouse-trailers/","200","","200","https://temp123-nine.vercel.app/equipment-rental/bunkhouse-trailers/","noindex, follow","","False"
"/equipment-rental/classroom-trailers/","rendered_page","","Equipment/Service","equipment","","","","true","true","true","Classroom Trailers | Temporary123","1","Classroom trailers Rental","","noindex,follow","false","5","false","https://temp123-nine.vercel.app/equipment-rental/classroom-trailers/","200","","200","https://temp123-nine.vercel.app/equipment-rental/classroom-trailers/","noindex, follow","","False"
"/equipment-rental/command-center-trailers/","configured_redirect","/equipment-rental/modular-command-center-trailers/","Equipment/Service","redirected-service","","","","False","False","False","","","","","","False","","","https://temp123-nine.vercel.app/equipment-rental/command-center-trailers/","308","/equipment-rental/modular-command-center-trailers/","Not followed","","","","True"
"/equipment-rental/decontamination-trailers/","configured_redirect","/equipment-rental/","Equipment/Service","redirected-service","","","","False","False","False","","","","","","False","","","https://temp123-nine.vercel.app/equipment-rental/decontamination-trailers/","308","/equipment-rental/","Not followed","","","","True"
"/equipment-rental/dining-structure-rental/","rendered_page","","Equipment/Service","equipment","","","","true","false","true","Dining structures | Temporary123","1","Dining structures Rental","","noindex,follow","false","1","false","https://temp123-nine.vercel.app/equipment-rental/dining-structure-rental/","200","","200","https://temp123-nine.vercel.app/equipment-rental/dining-structure-rental/","noindex, follow","","False"
"/equipment-rental/dump-rental/","configured_redirect","/equipment-rental/fencing-barricades-trash-receptacles/","Equipment/Service","redirected-service","","","","False","False","False","","","","","","False","","","https://temp123-nine.vercel.app/equipment-rental/dump-rental/","308","/equipment-rental/fencing-barricades-trash-receptacles/","Not followed","","","","True"
"/equipment-rental/fencing-barricades-trash-receptacles/","rendered_page","","Equipment/Service","equipment","","","","true","true","true","Fencing, Barricades, Trash, Receptacles | Temporary123","1","Fencing, barricades & receptacles Rental","","noindex,follow","false","1","false","https://temp123-nine.vercel.app/equipment-rental/fencing-barricades-trash-receptacles/","200","","200","https://temp123-nine.vercel.app/equipment-rental/fencing-barricades-trash-receptacles/","noindex, follow","","False"
"/equipment-rental/generator-trailers/","rendered_page","","Equipment/Service","equipment","","","","true","true","true","Generator Trailers Rental in USA | Temporary123","1","Generator trailers Rental","","noindex,follow","false","1","false","https://temp123-nine.vercel.app/equipment-rental/generator-trailers/","200","","200","https://temp123-nine.vercel.app/equipment-rental/generator-trailers/","noindex, follow","","False"
"/equipment-rental/handwashing-stations/","rendered_page","","Equipment/Service","equipment","","","","true","false","true","Portable Handwashing Stations Rental | Temporary123","1","Portable Handwashing Stations Rental","","noindex,follow","false","649","false","https://temp123-nine.vercel.app/equipment-rental/handwashing-stations/","200","","200","https://temp123-nine.vercel.app/equipment-rental/handwashing-stations/","noindex, follow","","False"
"/equipment-rental/laundry-trailers/","rendered_page","","Equipment/Service","equipment","","","","true","true","true","Laundry Trailers | Temporary123","1","Laundry Trailer Rental","","noindex,follow","false","649","false","https://temp123-nine.vercel.app/equipment-rental/laundry-trailers/","200","","200","https://temp123-nine.vercel.app/equipment-rental/laundry-trailers/","noindex, follow","","False"
"/equipment-rental/mobile-crew-camps/","rendered_page","","Equipment/Service","equipment","","","","true","false","true","Mobile crew camps | Temporary123","1","Mobile crew camps Rental","","noindex,follow","false","3","false","https://temp123-nine.vercel.app/equipment-rental/mobile-crew-camps/","200","","200","https://temp123-nine.vercel.app/equipment-rental/mobile-crew-camps/","noindex, follow","","False"
"/equipment-rental/mobile-kitchen-trailers/","rendered_page","","Equipment/Service","equipment","","","","true","true","true","Mobile Kitchen Trailers | Temporary123","1","Mobile Kitchen Trailer Rental","","noindex,follow","false","649","false","https://temp123-nine.vercel.app/equipment-rental/mobile-kitchen-trailers/","200","","200","https://temp123-nine.vercel.app/equipment-rental/mobile-kitchen-trailers/","noindex, follow","","False"
"/equipment-rental/mobile-kitchen-trailers/akiak-mobile-kitchen-rental/","configured_redirect","/equipment-rental/mobile-kitchen-trailers/?location=Akiak","Equipment/Service","equipment","","","","false","true","false","","","","","","false","","","https://temp123-nine.vercel.app/equipment-rental/mobile-kitchen-trailers/akiak-mobile-kitchen-rental/","308","/equipment-rental/mobile-kitchen-trailers/?location=Akiak","200","https://temp123-nine.vercel.app/equipment-rental/mobile-kitchen-trailers/?location=Akiak","noindex, follow","","True"
"/equipment-rental/mobile-kitchen-trailers/akins-mobile-kitchen-rental/","configured_redirect","/equipment-rental/mobile-kitchen-trailers/?location=Akins","Equipment/Service","equipment","","","","false","true","false","","","","","","false","","","https://temp123-nine.vercel.app/equipment-rental/mobile-kitchen-trailers/akins-mobile-kitchen-rental/","308","/equipment-rental/mobile-kitchen-trailers/?location=Akins","200","https://temp123-nine.vercel.app/equipment-rental/mobile-kitchen-trailers/?location=Akins","noindex, follow","","True"
"/equipment-rental/mobile-kitchen-trailers/akron-mobile-kitchen-rental/","configured_redirect","/equipment-rental/mobile-kitchen-trailers/?location=Akron","Equipment/Service","equipment","","","","false","true","false","","","","","","false","","","https://temp123-nine.vercel.app/equipment-rental/mobile-kitchen-trailers/akron-mobile-kitchen-rental/","308","/equipment-rental/mobile-kitchen-trailers/?location=Akron","200","https://temp123-nine.vercel.app/equipment-rental/mobile-kitchen-trailers/?location=Akron","noindex, follow","","True"
"/equipment-rental/mobile-kitchen-trailers/akutan-mobile-kitchen-rental/","configured_redirect","/equipment-rental/mobile-kitchen-trailers/?location=Akutan","Equipment/Service","equipment","","","","false","true","false","","","","","","false","","","https://temp123-nine.vercel.app/equipment-rental/mobile-kitchen-trailers/akutan-mobile-kitchen-rental/","308","/equipment-rental/mobile-kitchen-trailers/?location=Akutan","200","https://temp123-nine.vercel.app/equipment-rental/mobile-kitchen-trailers/?location=Akutan","noindex, follow","","True"
"/equipment-rental/mobile-kitchen-trailers/alabama-mobile-kitchen-rental/","configured_redirect","/equipment-rental/mobile-kitchen-trailers/?location=Alabama","Equipment/Service","equipment","","","","false","true","false","","","","","","false","","","https://temp123-nine.vercel.app/equipment-rental/mobile-kitchen-trailers/alabama-mobile-kitchen-rental/","308","/equipment-rental/mobile-kitchen-trailers/?location=Alabama","200","https://temp123-nine.vercel.app/equipment-rental/mobile-kitchen-trailers/?location=Alabama","noindex, follow","","True"
"/equipment-rental/mobile-kitchen-trailers/alabaster-junction-mobile-kitchen-rental/","configured_redirect","/equipment-rental/mobile-kitchen-trailers/?location=Alabaster%20Junction","Equipment/Service","equipment","","","","false","true","false","","","","","","false","","","https://temp123-nine.vercel.app/equipment-rental/mobile-kitchen-trailers/alabaster-junction-mobile-kitchen-rental/","308","/equipment-rental/mobile-kitchen-trailers/?location=Alabaster%20Junction","200","https://temp123-nine.vercel.app/equipment-rental/mobile-kitchen-trailers/?location=Alabaster%20Junction","noindex, follow","","True"
"/equipment-rental/mobile-kitchen-trailers/alabaster-mobile-kitchen-rental/","configured_redirect","/equipment-rental/mobile-kitchen-trailers/?location=Alabaster","Equipment/Service","equipment","","","","false","true","false","","","","","","false","","","https://temp123-nine.vercel.app/equipment-rental/mobile-kitchen-trailers/alabaster-mobile-kitchen-rental/","308","/equipment-rental/mobile-kitchen-trailers/?location=Alabaster","200","https://temp123-nine.vercel.app/equipment-rental/mobile-kitchen-trailers/?location=Alabaster","noindex, follow","","True"
"/equipment-rental/mobile-kitchen-trailers/alachua-mobile-kitchen-rental/","configured_redirect","/equipment-rental/mobile-kitchen-trailers/?location=Alachua","Equipment/Service","equipment","","","","false","true","false","","","","","","false","","","https://temp123-nine.vercel.app/equipment-rental/mobile-kitchen-trailers/alachua-mobile-kitchen-rental/","308","/equipment-rental/mobile-kitchen-trailers/?location=Alachua","200","https://temp123-nine.vercel.app/equipment-rental/mobile-kitchen-trailers/?location=Alachua","noindex, follow","","True"
"/equipment-rental/mobile-kitchen-trailers/aladdin-mobile-kitchen-rental/","configured_redirect","/equipment-rental/mobile-kitchen-trailers/?location=Aladdin","Equipment/Service","equipment","","","","false","true","false","","","","","","false","","","https://temp123-nine.vercel.app/equipment-rental/mobile-kitchen-trailers/aladdin-mobile-kitchen-rental/","308","/equipment-rental/mobile-kitchen-trailers/?location=Aladdin","200","https://temp123-nine.vercel.app/equipment-rental/mobile-kitchen-trailers/?location=Aladdin","noindex, follow","","True"
"/equipment-rental/mobile-kitchen-trailers/alafaya-mobile-kitchen-rental/","configured_redirect","/equipment-rental/mobile-kitchen-trailers/?location=Alafaya","Equipment/Service","equipment","","","","false","true","false","","","","","","false","","","https://temp123-nine.vercel.app/equipment-rental/mobile-kitchen-trailers/alafaya-mobile-kitchen-rental/","308","/equipment-rental/mobile-kitchen-trailers/?location=Alafaya","200","https://temp123-nine.vercel.app/equipment-rental/mobile-kitchen-trailers/?location=Alafaya","noindex, follow","","True"
"/equipment-rental/mobile-kitchen-trailers/alakanuk-mobile-kitchen-rental/","configured_redirect","/equipment-rental/mobile-kitchen-trailers/?location=Alakanuk","Equipment/Service","equipment","","","","false","true","false","","","","","","false","","","https://temp123-nine.vercel.app/equipment-rental/mobile-kitchen-trailers/alakanuk-mobile-kitchen-rental/","308","/equipment-rental/mobile-kitchen-trailers/?location=Alakanuk","200","https://temp123-nine.vercel.app/equipment-rental/mobile-kitchen-trailers/?location=Alakanuk","noindex, follow","","True"
"/equipment-rental/mobile-kitchen-trailers/alamance-mobile-kitchen-rental/","configured_redirect","/equipment-rental/mobile-kitchen-trailers/?location=Alamance","Equipment/Service","equipment","","","","false","true","false","","","","","","false","","","https://temp123-nine.vercel.app/equipment-rental/mobile-kitchen-trailers/alamance-mobile-kitchen-rental/","308","/equipment-rental/mobile-kitchen-trailers/?location=Alamance","200","https://temp123-nine.vercel.app/equipment-rental/mobile-kitchen-trailers/?location=Alamance","noindex, follow","","True"
"/equipment-rental/mobile-kitchen-trailers/alameda-mobile-kitchen-rental/","configured_redirect","/equipment-rental/mobile-kitchen-trailers/?location=Alameda","Equipment/Service","equipment","","","","false","true","false","","","","","","false","","","https://temp123-nine.vercel.app/equipment-rental/mobile-kitchen-trailers/alameda-mobile-kitchen-rental/","308","/equipment-rental/mobile-kitchen-trailers/?location=Alameda","200","https://temp123-nine.vercel.app/equipment-rental/mobile-kitchen-trailers/?location=Alameda","noindex, follow","","True"
"/equipment-rental/mobile-kitchen-trailers/alamillo-mobile-kitchen-rental/","configured_redirect","/equipment-rental/mobile-kitchen-trailers/?location=Alamillo","Equipment/Service","equipment","","","","false","true","false","","","","","","false","","","https://temp123-nine.vercel.app/equipment-rental/mobile-kitchen-trailers/alamillo-mobile-kitchen-rental/","308","/equipment-rental/mobile-kitchen-trailers/?location=Alamillo","200","https://temp123-nine.vercel.app/equipment-rental/mobile-kitchen-trailers/?location=Alamillo","noindex, follow","","True"
"/equipment-rental/mobile-kitchen-trailers/alamo-heights-mobile-kitchen-rental/","configured_redirect","/equipment-rental/mobile-kitchen-trailers/?location=Alamo%20Heights","Equipment/Service","equipment","","","","false","true","false","","","","","","false","","","https://temp123-nine.vercel.app/equipment-rental/mobile-kitchen-trailers/alamo-heights-mobile-kitchen-rental/","308","/equipment-rental/mobile-kitchen-trailers/?location=Alamo%20Heights","200","https://temp123-nine.vercel.app/equipment-rental/mobile-kitchen-trailers/?location=Alamo%20Heights","noindex, follow","","True"
"/equipment-rental/mobile-kitchen-trailers/alamo-mobile-kitchen-rental/","configured_redirect","/equipment-rental/mobile-kitchen-trailers/?location=Alamo","Equipment/Service","equipment","","","","false","true","false","","","","","","false","","","https://temp123-nine.vercel.app/equipment-rental/mobile-kitchen-trailers/alamo-mobile-kitchen-rental/","308","/equipment-rental/mobile-kitchen-trailers/?location=Alamo","200","https://temp123-nine.vercel.app/equipment-rental/mobile-kitchen-trailers/?location=Alamo","noindex, follow","","True"
"/equipment-rental/mobile-kitchen-trailers/alamogordo-mobile-kitchen-rental/","configured_redirect","/equipment-rental/mobile-kitchen-trailers/?location=Alamogordo","Equipment/Service","equipment","","","","false","true","false","","","","","","false","","","https://temp123-nine.vercel.app/equipment-rental/mobile-kitchen-trailers/alamogordo-mobile-kitchen-rental/","308","/equipment-rental/mobile-kitchen-trailers/?location=Alamogordo","200","https://temp123-nine.vercel.app/equipment-rental/mobile-kitchen-trailers/?location=Alamogordo","noindex, follow","","True"
"/equipment-rental/mobile-kitchen-trailers/alamosa-east-mobile-kitchen-rental/","configured_redirect","/equipment-rental/mobile-kitchen-trailers/?location=Alamosa%20East","Equipment/Service","equipment","","","","false","true","false","","","","","","false","","","https://temp123-nine.vercel.app/equipment-rental/mobile-kitchen-trailers/alamosa-east-mobile-kitchen-rental/","308","/equipment-rental/mobile-kitchen-trailers/?location=Alamosa%20East","200","https://temp123-nine.vercel.app/equipment-rental/mobile-kitchen-trailers/?location=Alamosa%20East","noindex, follow","","True"
"/equipment-rental/mobile-kitchen-trailers/alamosa-mobile-kitchen-rental/","configured_redirect","/equipment-rental/mobile-kitchen-trailers/?location=Alamosa","Equipment/Service","equipment","","","","false","true","false","","","","","","false","","","https://temp123-nine.vercel.app/equipment-rental/mobile-kitchen-trailers/alamosa-mobile-kitchen-rental/","308","/equipment-rental/mobile-kitchen-trailers/?location=Alamosa","200","https://temp123-nine.vercel.app/equipment-rental/mobile-kitchen-trailers/?location=Alamosa","noindex, follow","","True"
"/equipment-rental/mobile-kitchen-trailers/alanson-mobile-kitchen-rental/","configured_redirect","/equipment-rental/mobile-kitchen-trailers/?location=Alanson","Equipment/Service","equipment","","","","false","true","false","","","","","","false","","","https://temp123-nine.vercel.app/equipment-rental/mobile-kitchen-trailers/alanson-mobile-kitchen-rental/","308","/equipment-rental/mobile-kitchen-trailers/?location=Alanson","200","https://temp123-nine.vercel.app/equipment-rental/mobile-kitchen-trailers/?location=Alanson","noindex, follow","","True"
"/equipment-rental/mobile-kitchen-trailers/alapaha-mobile-kitchen-rental/","configured_redirect","/equipment-rental/mobile-kitchen-trailers/?location=Alapaha","Equipment/Service","equipment","","","","false","true","false","","","","","","false","","","https://temp123-nine.vercel.app/equipment-rental/mobile-kitchen-trailers/alapaha-mobile-kitchen-rental/","308","/equipment-rental/mobile-kitchen-trailers/?location=Alapaha","200","https://temp123-nine.vercel.app/equipment-rental/mobile-kitchen-trailers/?location=Alapaha","noindex, follow","","True"
"/equipment-rental/mobile-kitchen-trailers/alaska-mobile-kitchen-rental/","configured_redirect","/equipment-rental/mobile-kitchen-trailers/?location=Alaska","Equipment/Service","equipment","","","","false","true","false","","","","","","false","","","https://temp123-nine.vercel.app/equipment-rental/mobile-kitchen-trailers/alaska-mobile-kitchen-rental/","308","/equipment-rental/mobile-kitchen-trailers/?location=Alaska","200","https://temp123-nine.vercel.app/equipment-rental/mobile-kitchen-trailers/?location=Alaska","noindex, follow","","True"
"/equipment-rental/mobile-kitchen-trailers/alatna-mobile-kitchen-rental/","configured_redirect","/equipment-rental/mobile-kitchen-trailers/?location=Alatna","Equipment/Service","equipment","","","","false","true","false","","","","","","false","","","https://temp123-nine.vercel.app/equipment-rental/mobile-kitchen-trailers/alatna-mobile-kitchen-rental/","308","/equipment-rental/mobile-kitchen-trailers/?location=Alatna","200","https://temp123-nine.vercel.app/equipment-rental/mobile-kitchen-trailers/?location=Alatna","noindex, follow","","True"
"/equipment-rental/mobile-kitchen-trailers/alba-mobile-kitchen-rental/","configured_redirect","/equipment-rental/mobile-kitchen-trailers/?location=Alba","Equipment/Service","equipment","","","","false","true","false","","","","","","false","","","https://temp123-nine.vercel.app/equipment-rental/mobile-kitchen-trailers/alba-mobile-kitchen-rental/","308","/equipment-rental/mobile-kitchen-trailers/?location=Alba","200","https://temp123-nine.vercel.app/equipment-rental/mobile-kitchen-trailers/?location=Alba","noindex, follow","","True"
"/equipment-rental/mobile-kitchen-trailers/alban-mobile-kitchen-rental/","configured_redirect","/equipment-rental/mobile-kitchen-trailers/?location=Alban","Equipment/Service","equipment","","","","false","true","false","","","","","","false","","","https://temp123-nine.vercel.app/equipment-rental/mobile-kitchen-trailers/alban-mobile-kitchen-rental/","308","/equipment-rental/mobile-kitchen-trailers/?location=Alban","200","https://temp123-nine.vercel.app/equipment-rental/mobile-kitchen-trailers/?location=Alban","noindex, follow","","True"
"/equipment-rental/mobile-kitchen-trailers/albany-mobile-kitchen-rental/","configured_redirect","/equipment-rental/mobile-kitchen-trailers/?location=Albany","Equipment/Service","equipment","","","","false","true","false","","","","","","false","","","https://temp123-nine.vercel.app/equipment-rental/mobile-kitchen-trailers/albany-mobile-kitchen-rental/","308","/equipment-rental/mobile-kitchen-trailers/?location=Albany","200","https://temp123-nine.vercel.app/equipment-rental/mobile-kitchen-trailers/?location=Albany","noindex, follow","","True"
"/equipment-rental/mobile-kitchen-trailers/albany-park-mobile-kitchen-rental/","configured_redirect","/equipment-rental/mobile-kitchen-trailers/?location=Albany%20Park","Equipment/Service","equipment","","","","false","true","false","","","","","","false","","","https://temp123-nine.vercel.app/equipment-rental/mobile-kitchen-trailers/albany-park-mobile-kitchen-rental/","308","/equipment-rental/mobile-kitchen-trailers/?location=Albany%20Park","200","https://temp123-nine.vercel.app/equipment-rental/mobile-kitchen-trailers/?location=Albany%20Park","noindex, follow","","True"
"/equipment-rental/mobile-kitchen-trailers/albee-mobile-kitchen-rental/","configured_redirect","/equipment-rental/mobile-kitchen-trailers/?location=Albee","Equipment/Service","equipment","","","","false","true","false","","","","","","false","","","https://temp123-nine.vercel.app/equipment-rental/mobile-kitchen-trailers/albee-mobile-kitchen-rental/","308","/equipment-rental/mobile-kitchen-trailers/?location=Albee","200","https://temp123-nine.vercel.app/equipment-rental/mobile-kitchen-trailers/?location=Albee","noindex, follow","","True"
"/equipment-rental/mobile-kitchen-trailers/albemarle-mobile-kitchen-rental/","configured_redirect","/equipment-rental/mobile-kitchen-trailers/?location=Albemarle","Equipment/Service","equipment","","","","false","true","false","","","","","","false","","","https://temp123-nine.vercel.app/equipment-rental/mobile-kitchen-trailers/albemarle-mobile-kitchen-rental/","308","/equipment-rental/mobile-kitchen-trailers/?location=Albemarle","200","https://temp123-nine.vercel.app/equipment-rental/mobile-kitchen-trailers/?location=Albemarle","noindex, follow","","True"
"/equipment-rental/mobile-kitchen-trailers/albers-mobile-kitchen-rental/","configured_redirect","/equipment-rental/mobile-kitchen-trailers/?location=Albers","Equipment/Service","equipment","","","","false","true","false","","","","","","false","","","https://temp123-nine.vercel.app/equipment-rental/mobile-kitchen-trailers/albers-mobile-kitchen-rental/","308","/equipment-rental/mobile-kitchen-trailers/?location=Albers","200","https://temp123-nine.vercel.app/equipment-rental/mobile-kitchen-trailers/?location=Albers","noindex, follow","","True"
